Link;Autor;Tytu³;Rodzaj;Duration;Tempo(BPM);Key;Popularity;Happiness;Danceability;Energy;Acousticness;Instrumentalness;Liveness;Speechiness;Explicit
l;Judas Priest;Turbo Lover - Remastered;rock;5:34;152;A Major;57;0.75;0.55;0.88;0.17;0.0;0.4;0.04;False;
l;Ozzy Osbourne;Mr. Crowley;rock;5:03;108;D Minor;65;0.35;0.31;0.75;0.21;0.0;0.37;0.06;False;
l;Metallica;Sad But True (Remastered);rock;5:25;89;G Major;67;0.45;0.62;0.88;0.0;0.0;0.06;0.03;False;
l;Smash Mouth;All Star;rock;3:20;104;B Major;82;0.78;0.73;0.87;0.04;0;0.09;0.03;False;
l;Louis Armstrong;What A Wonderful World;jazz;2:19;77;F Major;79;0.2;0.27;0.17;0.73;0.0;0.12;0.04;False;
l;Doris Day;Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood);jazz;3:43;148;C Major;58;0.25;0.39;0.12;0.92;0.0;0.09;0.04;False;
l;Darude;Sandstorm;pop;3:45;136;B Minor;72;0.59;0.53;0.96;0.14;0.98;0.08;0.05;False;
l;Kings for the People;Rockin' in the Free World (Neil Young) [Live];undefined;8:13;142;D Minor;13;0.26;0.19;0.93;0.0;0.35;0.72;0.08;False;
l;Red Hot Chili Peppers;Aeroplane;rock;4:45;101;F Major;64;0.6;0.64;0.84;0.04;0.0;0.47;0.06;True;
l;Eiffel 65;Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio;pop;4:44;128;G Minor;70;0.77;0.82;0.97;0.26;0.0;0.39;0.06;False;
l;The Black Keys;Lonely Boy;rock;3:14;166;D Major;80;0.61;0.36;0.87;0.0;0.01;0.1;0.07;False;
l;The Who;My Generation;rock;3:20;95;C Minor;48;0.66;0.33;0.84;0.15;0.0;0.14;0.11;False;
l;The Chords;Sh-Boom;blues;2:24;137;F Major;64;0.89;0.66;0.52;0.61;0;0.23;0.05;False;
l;Aqua;Barbie Girl;pop;3:18;130;C#/Db Minor;78;0.96;0.81;0.88;0.02;0.22;0.37;0.04;False;
l;Haddaway;What Is Love - 7" Mix;pop;4:30;124;G Minor;78;0.74;0.68;0.77;0.02;0.02;0.2;0.03;False;
l;Czerwone Gitary;Powiedz stary gdzieœ ty by³;pop;2:17;97;G#/Ab Major;31;0.87;0.64;0.66;0.04;0;0.23;0.04;False;
l;T.Love;Warszawa;electronic;4:12;134;E Major;50;0.9;0.62;0.94;0.0;0.01;0.33;0.04;False;
l;Edyta Geppert;¯ycie, kocham ciê nad ¿ycie;pop;2:59;122;B Minor;47;0.42;0.57;0.76;0.67;0;0.38;0.09;False;
l;Anna Jantar;Tyle s³oñca w ca³ym mieœcie;pop;3:10;94;F Minor;51;0.7;0.63;0.52;0.6;0;0.12;0.04;False;
l;Poparzeni Kaw¹ Trzy;Kawa³ek Do Tañca;pop;3:40;150;D Minor;46;0.73;0.61;0.94;0.37;0;0.04;0.17;False;
l;Feel;Gotowi Na Wszystko;pop;3:36;110;C#/Db Minor;50;0.54;0.78;0.53;0.02;0;0.06;0.18;False;
l;Feel;Swoje szczêœcie znam;pop;3:21;130;E Major;41;0.6;0.56;0.79;0.01;0;0.09;0.03;False;
l;Jerzy Po³omski;Bo z dziewczynami;pop;3:10;146;A#/Bb Minor;34;0.82;0.44;0.81;0.71;0;0.2;0.13;False;
l;Barbara Dunin;Cicha woda;undefined;2:25;132;C Minor;31;0.94;0.77;0.48;0.64;0;0.2;0.06;False;
l;Andrzej Dabrowski;Zielono Mi;pop;3:54;94;F Minor;32;0.48;0.54;0.33;0.62;0.0;0.14;0.03;False;
l;Maciej Kossowski;Dwudziestolatki;pop;2:25;97;G Minor;26;0.76;0.57;0.57;0.1;0;0.08;0.13;False;
l;T.Love;King;electronic;4:28;110;G Major;46;0.48;0.56;0.88;0.38;0.0;0.09;0.04;False;
l;Kobranocka;I nikomu nie wolno siê z tego œmiaæ;folk/acoustic;3:17;76;A Minor;47;0.49;0.49;0.87;0.04;0;0.11;0.07;False;
l;Anita Lipnicka;I wszystko siê mo¿e zdarzyæ;pop;3:56;98;D Major;45;0.38;0.75;0.61;0.04;0;0.08;0.03;False;
l;Niemen;Dziwny jest ten œwiat - 1967;pop;3:38;94;F Minor;40;0.27;0.4;0.65;0.4;0;0.94;0.11;False;
l;Coolio;Gangsta's Paradise;hip hop;4:01;80;G#/Ab Major;86;0.39;0.65;0.51;0.07;0;0.4;0.06;False;
l;New Tribute Kings;Beggin' (Originally Performed By Madcon) - Tribute Version;undefined;3:35;129;D Minor;11;0.49;0.69;0.65;0.05;0;0.1;0.03;False;
l;Ed Sheeran;Bad Habits;pop;3:51;126;B Minor;83;0.54;0.81;0.89;0.05;0.0;0.37;0.03;False;
l;Neptunica;The Rhythm of the Night;electronic;2:33;140;C Minor;69;0.35;0.59;0.9;0.0;0.01;0.19;0.06;False;
l;Corona;The Rhythm of the Night;electronic;4:24;128;F Minor;59;0.77;0.69;0.78;0.0;0.67;0.1;0.03;False;
l;Gloria Gaynor;I Will Survive;r&b;4:56;117;A Minor;73;0.8;0.77;0.78;0.02;0.0;0.3;0.05;False;
l;Boney M.;Daddy Cool;pop;3:29;124;F Minor;75;0.93;0.76;0.78;0.28;0.79;0.13;0.04;False;
l;Desireless;Voyage voyage;pop;4:27;124;G#/Ab Minor;73;0.84;0.61;0.91;0.25;0.01;0.34;0.04;False;
l;Kaoma;Lambada - Original Version 1989;latin;3:27;119;F Major;70;0.97;0.76;0.8;0.21;0.0;0.05;0.03;False;
l;Modern Talking;Brother Louie;pop;3:43;109;C Minor;75;0.83;0.78;0.84;0.4;0.02;0.14;0.05;False;
l;Mr. President;Coco Jamboo;pop;3:39;100;C#/Db Minor;75;0.96;0.83;0.84;0.08;0;0.15;0.04;False;
l;Scatman John;Scatman (ski-ba-bop-ba-dop-bop);pop;3:36;136;F Minor;72;0.76;0.65;0.82;0.07;0.0;0.21;0.04;False;
l;Scatman John;Scatman's World;pop;3:45;147;B Minor;55;0.94;0.7;0.87;0.07;0.0;0.09;0.06;False;
l;Paris Music;Y.M.C.A (Originally Performed By The Village People) [Full Vocal Version];undefined;3:59;127;D#/Eb Minor;1;0.85;0.65;0.84;0.06;0;0.1;0.03;False;
l;Geri Halliwell;It's Raining Men;pop;4:15;136;F Minor;60;0.6;0.64;0.93;0.06;0.01;0.32;0.04;False;
l;A Touch Of Class;Around the World (La La La La La) - Radio Version;pop;3:35;132;A Minor;70;0.68;0.62;0.98;0.15;0.0;0.13;0.03;False;
l;Miami Sound Machine;Conga!;r&b;4:14;122;D Major;66;0.86;0.79;0.66;0.17;0.04;0.03;0.05;False;
l;The Pointer Sisters;I'm So Excited;r&b;3:51;184;F Minor;75;0.8;0.59;0.87;0.1;0.0;0.44;0.05;False;
l;Irene Cara;Flashdance...What a Feeling - Radio Edit;r&b;3:57;122;G Minor;79;0.4;0.57;0.65;0.01;0.0;0.09;0.03;False;
l;Cher;Believe;pop;3:59;133;F#/Gb Major;79;0.46;0.65;0.92;0.01;0;0.05;0.05;False;
l;Modern Talking;You're My Heart, You're My Soul '98;pop;3:50;119;C#/Db Minor;64;0.97;0.75;0.94;0.0;0.0;0.09;0.04;False;
l;Laura Branigan;Self Control;rock;4:06;107;F#/Gb Minor;76;0.78;0.81;0.69;0.22;0.0;0.15;0.03;False;
l;Kylie Minogue;Can't Get You out of My Head;electronic;3:51;126;A Minor;80;0.96;0.77;0.56;0.03;0.68;0.12;0.03;False;
l;Alphaville;Forever Young;rock;3:47;137;A Minor;74;0.33;0.49;0.48;0.42;0.0;0.24;0.03;False;
l;Nancy Sinatra;These Boots Are Made for Walkin';pop;2:48;83;A Major;59;0.34;0.74;0.43;0.4;0.0;0.12;0.11;False;
l;Eric Prydz;Call on Me - Radio Mix;electronic;2:51;126;A#/Bb Major;76;0.45;0.6;0.84;0.0;0.0;0.84;0.38;False;
l;Judas Priest;Painkiller;rock;6:06;103;C#/Db Minor;68;0.1;0.43;0.99;0.0;0.08;0.27;0.16;False;
l;Foster The People;Pumped Up Kicks;pop;4:00;128;F Minor;86;0.96;0.73;0.71;0.14;0.12;0.1;0.03;False;
l;Aeiou;1986 Toyota Corolla;undefined;1:51;105;A Minor;14;0.96;0.75;0.7;0.19;0.05;0.57;0.04;False;
l;Prince;When Doves Cry;r&b;5:53;126;A Minor;71;0.84;0.73;0.99;0.01;0.0;0.44;0.05;False;
l;Prince;1999 - 2019 Remaster;r&b;6:14;119;A#/Bb Major;58;0.6;0.86;0.83;0.23;0.0;0.07;0.08;False;
l;Prince;Let's Go Crazy;r&b;4:40;196;B Major;66;0.38;0.31;0.93;0.02;0.0;0.11;0.12;False;
l;Paktofonika;Jestem Bogiem;hip hop;3:22;180;C Major;37;0.45;0.56;0.67;0.12;0.18;0.11;0.29;True;
l;Kaliber 44;Plus i minus;hip hop;4:55;81;C#/Db Major;50;0.35;0.43;0.53;0.04;0.0;0.14;0.14;False;
l;Paktofonika;ja to ja - Remastered Version;hip hop;4:59;174;E Minor;33;0.57;0.79;0.7;0.06;0.0;0.1;0.29;False;
l;Dr. Dre;Still D.R.E.;hip hop;4:31;93;B Major;83;0.53;0.82;0.78;0.16;0.0;0.05;0.23;True;
